food_code,food_name,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,servings_unit,unit_serving_energy_kcal
OSR123,Semolina cake (Suji/Rava cake),open_source_recipes,1564.4161376953125,374.14044189453125,31.32412338256836,6.58126163482666,25.17984962463379,18.8614501953125,5.371186256408691,square,220.74285888671875
OSR124,Finger millet cake (Ragi cake),open_source_recipes,1169.7703857421875,279.4615173339844,38.93222427368164,3.9558770656585693,12.266904830932617,24.75986099243164,2.353050708770752,slice,275.5956115722656
OSR125,Honey cake,open_source_recipes,1395.87646484375,333.59320068359375,49.04077911376953,3.0776593685150146,14.702841758728027,33.4337158203125,0.5058419108390808,slice,546.0504150390625
OSR126,Almond cardamom cake (Badam elaichi cake),open_source_recipes,1488.4466552734375,356.34796142578125,34.53158187866211,7.177490234375,21.355758666992188,18.057777404785156,2.348621129989624,slice,242.83627319335938
OSR127,Tutti frutti cake,open_source_recipes,1454.10107421875,347.7215881347656,52.93681335449219,4.490680694580078,12.682251930236816,28.084644317626953,0.8459770083427429,cake,2949.54833984375
OSR128,Ham and Bean soup,open_source_recipes,401.910888671875,96.0418930053711,4.176568984985352,10.607390403747559,4.150700569152832,1.4349042177200317,0.5431236028671265,bowl,144.8191680908203
OSR129,Whey soup,open_source_recipes,287.3964538574219,68.91048431396484,6.2591962814331055,3.4547104835510254,3.3377671241760254,5.867488861083984,0.8394663333892822,bowl,153.9580841064453
OSR130,Bottle gourd soup (Ghiya/Lauki soup),open_source_recipes,95.36328887939453,23.048173904418945,1.1608973741531372,0.45370611548423767,1.7946178913116455,0.38852378726005554,0.9585292339324951,bowl,68.01055145263672
OSR131,Baked potato soup,open_source_recipes,611.180908203125,147.0542449951172,5.851165294647217,5.732051372528076,11.208162307739258,3.4383676052093506,0.29876479506492615,bowl,769.8779907226562
OSR132,Pumpkin soup,open_source_recipes,165.55299377441406,40.04545211791992,2.0762312412261963,0.4700942039489746,3.201167106628418,1.469531536102295,1.1907851696014404,bowl,127.51139068603516
OSR133,Sweet corn soup,open_source_recipes,135.26539611816406,32.245758056640625,3.5647780895233154,0.9903046488761902,1.632310152053833,0.8957120776176453,0.3113521337509155,bowl,126.47539520263672
OSR134,Paneer soup,open_source_recipes,200.03028869628906,47.85079574584961,2.424072742462158,3.2219648361206055,2.8007285594940186,1.977347493171692,0.28027835488319397,bowl,292.24871826171875
OSR135,Curried Cauliflower soup,open_source_recipes,155.49725341796875,37.3232421875,3.1168854236602783,6.715078353881836,9.773260116577148,1.7909719944000244,2.3384039402008057,cup,129.8428955078125
OSR136,Millet soup,open_source_recipes,234.39434814453125,55.993324279785156,8.220386505126953,11.262971878051758,12.56999397277832,1.453009843826294,2.8229727745056152,bowl,129.64413452148438
